reference,name,description,reason,organisation,notes,entry-date,start-date,end-date
U0130807,Materials,"Notwithstanding the details shown on approved elevation drawings 6640 222 Rev F and 6640 223 Rev D Proposed Elevations, before above ground works commence product details (including materials, colours and finishes) of the items listed below, shall be submitted to, and approved in writing by, the Local Planning Authority: 
1.	External cladding,
2.	Windows, louvres and doors,
3.	Parapet trims,
4.	Balustrades and handrails,
5.	Retaining walls and plinth walls.
This may require the submission of samples, or construction of sample panels on site if requested by the Local Planning Authority.

These details should be accompanied by a cladding glint and glare solar reflectance assessment to ensure any reflective cladding materials adjacent or toward the motorway do not cause an unacceptable risk of dazzle to highway users.

Thereafter, the works shall be carried out in accordance with the approved details.",To ensure the satisfactory appearance of the development in accordance with Local Plan Policy 46.,local-authority: DNC,Unique Condition,,,
U0130808,CTMP,"No development shall take place, including any works of demolition, until a Construction Traffic Management Plan has been submitted to and approved in writing by the local planning authority. The approved statement shall be adhered to throughout the construction period and shall provide for the following and answered in the order they are written below, for ease of checking, with additional information appended at the end:
i. The site compound and parking of vehicles for site operatives and visitors
ii. Identification of agreed access points and routing from the Classified road network
iii. Timings, volumes and types of construction/delivery vehicles (incl abnormal loads with swept path analysis)
iv. Contract duration
v. The areas for loading and unloading of plant and materials
vi. Storage of plant and materials used in constructing the development
vii. The location, erection and maintenance of any security hoarding to be installed
viii. Wheel washing facilities (location and type)
ix. Measures to control noise and the emission of dust and dirt during construction
x. Temporary signage on the adopted highway",To safeguard the living conditions of neighbouring residents and in the interests of highway safety,local-authority: DNC,Unique Condition,,,
U0130809,Flood RIsk,"The development shall be carried out in accordance with the submitted flood risk assessment (ref 133222-FRH-ED-EX-RP-C-2205 Issue 2, dated 15.03.2024, compiled by Fairhurst and the following mitigation measures it details:

o	Finished floor levels shall be set no lower than 4.1 metres above Ordnance Datum (AOD)

These mitigation measures shall be fully implemented prior to occupation and subsequently in accordance with the scheme's timing/phasing arrangements. The measures detailed above shall be retained and maintained thereafter throughout the lifetime of the development.",To reduce the risk of flooding to the proposed development and future occupants,local-authority: DNC,Unique Condition,,,
U0130810,Landscaping,"The landscaping proposals as shown on the approved plans shall be implemented within the first planting season following commencement of development. Following the commencement of the hard and soft landscaping scheme and before 30th September of every year during the implementation period (either phased or in full) and 5 year aftercare period, a 'Landscaping Implementation Report' shall be prepared by a suitably qualified landscape architect and / or contractor, and submitted by the developer to the Local Planning Authority in order to demonstrate that the hard and soft landscaping scheme has been carried out in full accordance with the approved landscaping details. The report should record the landscaping operations carried out on the land since the date of commencement, or previous report / aftercare meeting, and set out the intended operations for the next 12 months. It shall cover: species, size, location, planting and aftercare specification, and include an overall progress summary, inspection site visit notes, a schedule of maintenance operations undertaken, and before and after photos of any remedial plantings or completed works.",To ensure that the site is suitably landscaped in accordance with Policies 46 and 48 of the Local Plan.,local-authority: DNC,Unique Condition,,,
U0130844,In accordance with plans specified,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Location Plan as received 20/09/2024
Proposed Site Plan as received 04/11/2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130847,Approved Plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Drawing No. SP-01 Site Plan as Proposed
Drawing No. SD-01 Totem Details as Proposed",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130923,In accordance with plans specified,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Proposed Plans Drawing No. (100)02 Revision E as received 23/10/2024
Location Plan as received 23/10/2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130924,Materials,"Prior to the implementation of the relevant site works details or samples of the roof tile and the brick to be used on the external surfaces of the extension hereby approved shall be submitted to and agreed in writing by the local planning authority. Any new brickwork shall match the main building in respect of brick bonding, mortar colour and pointing style.",To preserve and enhance the character and appearance of the Conservation Area in accordance with policy 37 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130925,Structural support,Prior to the implementation of the relevant site works details of any alteration required to the supporting ground floor structure to facilitate the extension hereby approved shall be submitted to and agreed in writing by the local planning authority.,To preserve and enhance the character and appearance of the Conservation Area in accordance with policy 37 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130926,Rooflights,The rooflights hereby permitted shall be low profile conservation rooflights with a central vertical glazing bar specified on the plans as Velux GGL CK04 conservation roof lights.,To preserve and enhance the character and appearance of the Conservation Area in accordance with saved policy 37 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130927,Windows and Doors,The windows and shutters to the new extension shall be timber windows and shutters to match the design and profile of the existing windows and shutters on the front elevation and the details of the brick heads and cills of the new windows shall also match those on the front elevation.,To preserve and enhance the character and appearance of the Conservation Area in accordance with saved policy 37 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130928,In accordance with plans specified,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Proposed Elevations Drawing No. 24-076-6 Revision B as received 18/12/2024
Proposed Floor Plans Drawing No. 24-076-5 Revision B as received 18/12/2024
Site Plan Drawing No. 24-076-2 Revision A as received 11/12/2024
Location Plan as received 06/11/2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130929,Materials,The external materials and finishes shall match the existing property unless otherwise specified on the approved plans.,To ensure the satisfactory appearance of the development in accordance with policy 41 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130981,In accordance with plans specified,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Proposed Plans Drawing No. 02 (Revision 03) as received 27/11/2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130982,Materials,The external materials and finishes shall match the existing property unless otherwise stated on the approved plans.,To ensure the satisfactory appearance of the development in accordance with policy 41 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
U0130983,Approved plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

- Location Plan
- Proposed plans and elevations (dwelling and garage), amended version dated 13/06/2023
- Proposed plans and elevations (store and boundary walls), including site plan, amended version received 13/06/2023
- ""Flood Risk Assessment for the Erection of a Replacement Dwelling at 8 Bootham Lane, Dunscroft DN7 4JT"" produced by Patrick Southcott, dated 8th February 2023
- Drainage Strategy, NC29 Ltd ref. 1681 May 2024 (Revision B - November 2024)",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130984,Access alterations,"Within 2 months of the date of this decision, the proposed alterations to the site's boundary treatments (reduction in wall and pillar height adjacent to vehicular accesses to no higher than 900mm) will be implemented in full in accordance with the approved plans, and thereafter maintained at a height of no more than 900mm for the lifetime of the development.",In the interests of highway safety.,local-authority: DNC,Unique Condition,,,
U0130985,Flood risk mitigation,"The development shall be carried out in accordance with the submitted flood risk assessment (FRA) (titled ""Flood Risk Assessment for the Erection of a Replacement Dwelling at 8 Bootham Lane, Dunscroft DN7 4JT"" produced by Patrick Southcott, dated 8th February 2023) and the following mitigation measures it details:

- Finished floor levels shall be set no lower than 3.80m above Ordnance Datum (AOD).

These mitigation measures shall be fully implemented within 3 months of the date of this decision. The measures detailed above shall be retained and maintained thereafter throughout the lifetime of the development.",Reduce the risk of flooding to the proposed development and future occupants,local-authority: DNC,Unique Condition,,,
U0130986,Drainage,"Within 3 months of the date of this decision, the agreed drainage strategy (Drainage Strategy, NC29 Ltd ref. 1681 May 2024 (Revision B - November 2024)) shall be implemented in full and operate to the satisfaction of the Local Planning Authority. Measures shall include:
- installation of Type A permeable paving (wholly infiltrating) to external areas at the site as per the approved site plan. The sub-base of the permeable pavement will consist of MoT Type 3, or similar with minimum 30% voids, to infiltrate into the sub-grade.
- surface water to be discharged into a below ground gravity drainage system and then via a geo-cellular soakaway, unless otherwise agreed in writing by the LPA.

The drainage system shall thereafter be retained and maintained for the lifetime of the development. The maintenance of the drainage system shall be the responsibility of the landowner.","In the interests of satisfactory drainage and to reduce surface water flooding at the site and surrounding area, and in accordance with Doncaster Local Plan policies 56 and 57",local-authority: DNC,Unique Condition,,,
U0130987,Landscaping implementation,"The scheme of landscaping which has been agreed as part of this application shall be begun during the first available planting season following the date of this permission hereby granted, with photographic evidence of implementation to be submitted to the Local Planning Authority within 7 days of completion. 
It shall thereafter be maintained by the site owner for a period of at least five years. Any tree or shrub planted in accordance with the scheme which becomes damaged or diseased, or dies or is removed within the five years shall be replaced during the next planting season. Any staking, tying, weeding, watering and other action deemed necessary by the Local Planning Authority shall be carried out by the owner in accordance with the Authority's publication 'Landscape Specification in Relation to Development Sites'.",To ensure the maintenance of a healthy planting scheme in the interests of amenity and the character and appearance of the development.,local-authority: DNC,Unique Condition,,,
U0130988,Ecological Enhancement,"Within 3 months of the date of this decision notice, photographic evidence of the installation of the following measures shall be submitted to the LPA: 
- Two swift boxes of the Vivara Pro Woodstone type or similar, to be located on the north western and south eastern walls of the dwelling above 5m.
-One bat box of the Vivara Pro Woodstone type to be sited at south or south west locations on the dwelling above 5m.
- Access for terrestrial mammals on boundaries with a 13cmx13cm gap in two sides of the boundaries.",To ensure the ecological interests of the site are maintained in accordance with Local Plan policy 29 and the NPPF,local-authority: DNC,Unique Condition,,,
U0130995,Plans,"The development hereby permitted shall be carried out in complete accordance with the details shown on the amended plans referenced and dated as follows:

- Location plan received 26.07.2023
- 4050/ May 2024/ Rev A Surface Water Detailed Drainage Design received 20.05.2024
- Dwg. No. 108/23/1.B Planning Revised Site Layout received 21.11.2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0130996,Materials,"Before the development commences, product details of the proposed external materials shall be submitted to and approved in writing by the Local Planning Authority. This may include submission of samples if requested by the Local Planning Authority. Unless otherwise agreed in writing with the Local Planning Authority, the development shall be carried out in accordance with the approved materials.",To ensure the satisfactory appearance of the development in accordance with Local Plan policies 41 and 46,local-authority: DNC,Unique Condition,,,
U0130997,Hard and Soft landscape scheme and manag,"No development shall take place on the site until a detailed hard and soft landscape scheme has been submitted to and approved in writing by the Local Planning Authority. The hard landscape scheme shall include details of all external hard surfacing materials. The soft landscape scheme shall include a soft landscape plan; a schedule providing plant and tree numbers and details of the species, which shall comply with the Council's Transitional Developer Requirements Document, nursery stock specification in accordance with British Standard 3936: 1992 Nursery Stock Part One and planting distances of trees and shrubs; a specification of planting and staking/guying; a timescale of implementation; a detailed specification for tree pit construction that utilises a professionally recognised method of construction to provide the minimum rooting volume set out in the Council's guidance and a load-bearing capacity equivalent to BS EN 124 2015 Class C250 for any paved surface above; a specification for planting including details of tree support, tree pit surfacing, aeration and irrigation and details of management and maintenance for a minimum of 5 years following practical completion of the landscape works. Thereafter the landscape scheme shall be implemented in full accordance with the approved details and the Local Planning Authority shall be notified in writing within 7 working days to approve practical completion of any planting within public areas or adoptable highway within the site. Soft landscaping for any individual housing plot must be implemented in full accordance with the approved scheme, prior to occupation of the home, which will be monitored by the Local Planning Authority. Any part of the scheme which fails to achieve independence in the landscape, or is damaged or removed within five years of planting shall be replaced during the next available planting season in full accordance with the approved scheme, unless the local planning authority gives its written approval to any variation.",In the interests of environmental quality and Local Plan policy 48.,local-authority: DNC,Unique Condition,,,
U0130998,BREEAM,"Before the development commences, a BREEAM pre-assessment shall be submitted for approval demonstrating how BREEAM 'Very Good' will be met. Unless otherwise agreed, the development must take place in accordance with the approved assessment. Prior to the occupation of any building, a post construction review should be carried out by a licensed assessor and submitted for approval. This will enable the planning condition to be fully discharged.
Advice should be sought from a licensed BREEAM assessor at an early stage to ensure that the required performance rating can be achieved. A list of licensed assessors can be found at www.breeam.org.",In the interests of sustainability and to minimise the impact of the development on the effects of climate change,local-authority: DNC,Unique Condition,,,
U0130999,10% Renewable Energy Requirement,"No development shall take place in implementation of this permission until a statement has been submitted to the local planning authority and approved in writing from them, explaining how CO2 emissions from the development will be reduced by providing at least 10% of the development's energy through on-site renewable energy equipment or improvements to the fabric efficiency of the building. The carbon savings, which result from this, will be above and beyond what is required to comply with Building Regulations at the time of submission to discharge this condition. Unless otherwise agreed in writing by the local planning authority, the development shall then proceed in accordance with the approved report. Before any building is occupied or sold, the local planning authority shall be satisfied that the measures have been installed. This will enable the planning condition to be fully discharged.",In the interests of sustainability and to minimize the impact of the development on the effects of climate change.,local-authority: DNC,Unique Condition,,,
U0131000,Ecological enhancement plan,"Prior to the commencement of development, an ecological enhancement plan shall be submitted to the local planning authority for approval in writing. This plan shall include details of measures proposed in Section 7.0 of the report, Estrada Ecology 11th November 2023 Ref: SQ 1435 all of which shall be implemented prior to the first occupation of the site or an alternative timescale to be approved in writing with the local planning authority:",To ensure the ecological interests of the site are maintained in accordance with Local Plan policy 29,local-authority: DNC,Unique Condition,,,
U0131001,Lighting design strategy for light-sensi,"Within one month of commencement, a lighting design strategy for light-sensitive biodiversity in (specify the site/site areas) shall be submitted to and approved in writing by the Local Planning Authority:
The strategy shall show how, external lighting on the new building and additional parking will be installed so that it can be clearly demonstrated that it will not disturb or adversely affect the use of the semi-natural areas of the adjoining linear park by bats and other species of wildlife. The strategy shall be informed by the Institute of Lighting Professionals/Bat Conservation Trust, Guidance Note GN08/23: Bats and Artificial Lighting in the UK.
All external lighting shall be installed in accordance with the specification and locations set out in the strategy and maintained as such.",To ensure the ecological interests of the site are maintained in accordance with Local Plan policy 29,local-authority: DNC,Unique Condition,,,
U0131002,Vehicle limit,No articulated vehicles over the 12m ridged truck size shall enter the site.,In the interests of highway safety and Local Plan policy 13,local-authority: DNC,Unique Condition,,,
U0131003,Cycle store,"The development hereby permitted shall not be commenced until details of secure cycle parking facilities for the occupants of, and/or visitors to the development have been submitted to and approved in writing by the local planning authority. These facilities shall be fully implemented and made available for use prior to the occupation of the development hereby permitted and shall thereafter be retained for use at all times.",To ensure that satisfactory facilities for the parking of cycles are provided and to encourage travel by means other than private motor vehicles and to comply with Local Plan Policies 13 and 16.,local-authority: DNC,Unique Condition,,,
U0131004,SUD02,The Developer should be aware that a Sustainable Drainage System (SuDS) is the LPA's preferred option. A detailed explanation of any alternative option and reasons for rejecting a SuDS solution will be required.,To comply with current planning legislation - National Planning Policy Framework.,local-authority: DNC,Unique Condition,,,
U0131005,Tree Protection,"Prior to the commencement of the development hereby granted a scheme for the protection of the root protection areas of all trees shown for retention on the approved plan that complies with clause 6.2 of British Standard 5837: 2012 Trees in Relation to Design, Demolition and Construction - Recommendations shall be submitted to and approved in writing by the Local Planning Authority. Tree protection shall be implemented on site in accordance with the approved details and the local planning authority notified of implementation to approve the setting out of the tree protection scheme before any equipment, machinery or materials have been brought on to site for the purposes of the development. Thereafter, all tree protection shall be maintained in full accordance with the approved details until all equipment, machinery and surplus materials have been removed from the site, unless the local planning authority gives its written approval to any variation. Nothing shall be stored or placed in any area fenced in accordance with this condition and the ground levels within those areas shall not be altered, nor shall any excavation be made, without the written consent of the Local Planning Authority.",To ensure that all trees are protected from damage during construction in accordance with Local Plan Policy 32.,local-authority: DNC,Unique Condition,,,
U0131017,Removal of roller shutters,Within three months of the date of this decision letter the external roller shutter to the shopfront of No. 7 shall be completely removed.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131018,Retention of historic windows,Historic timber sliding sashes are to be retained unless otherwise agreed in writing by the Local Planning Authority. Prior to commencement of any relevant works details shall be provided to and agreed in writing the Local Planning Authority as to how they will be upgraded to improve their acoustic and thermal performance and/or made into escape windows. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131019,Windows/doors,"Prior to commencement of relevant works full details including design, construction and finish of any new and/or replacement windows and external doors shall be submitted to and approved in writing by the Local Planning Authority. Unless otherwise agreed in writing, the details shall include an elevation at 1:20 scale of each door or window type and 1:5 scale cross-sections. All new/replacement windows shall be fully working sash windows and on the frontage of all and to the rear of No. 7 shall be timber unless otherwise agreed in writing by the Local Planning Authority. Development shall be carried out in full accordance with the approved details.",To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131020,Method Statement/Survey,Prior to commencement of relevant works a Method Statement shall be submitted to and approved in writing by the Local Planning Authority for the removal of current side extension to No.9. The statement shall outline how the impact on historic fabric will be minimised and also include a photographic survey of any significant elements of the existing fabric that is to be removed. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and have a permanent record of any significant alterations.,local-authority: DNC,Unique Condition,,,
U0131021,Render,"Prior to commencement of relevant works details of the render to be used on the extension hereby granted and any repairs/replacement of existing render, including a 1m x 1m sample panel, showing colour, finish and texture, shall be prepared on site for the inspection of and approved in writing by the Local Planning Authority. Render shall match that used on the existing extensions. Development to be carried out in full accordance with approved details.",To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131022,Unit 18 bathroom,Prior to commencement of relevant works details of the alterations of the existing roof of the cupboard to form the proposed bathroom of unit 18 shall be submitted to and approved in writing by the Local Planning Authority. Development to be carried out in full accordance with approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131023,Rainwater goods,Prior to commencement of relevant works details of any new and/or replacement rainwater goods shall be submitted to and approved in writing by the Local Planning Authority. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131024,Door Schedule,"Prior to commencement of relevant site works, a door schedule listing all doors and doorways noting which are to be retained, removed and/or repositioned shall be produced for and approved by the local planning authority. Notwithstanding details shown on approved plans doorways of historic significance shall be retained unless agreed in writing by the Local Planning Authority, and details of how the doorway will be blocked but retain historic fabric will be included within the information. Details of how other doorways will be blocked in shall include how walls are to be made good. Works shall be carried out in full accordance with this approval.",To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131025,Partitions,"Prior to commencement of any relevant works details of how existing partitions will be removed and new partitions inserted shall be provided to and agreed in writing by the Local Planning Authority. Walls are to be made good where partitions have been removed and additional partitions to the building shall be scribed around existing architectural features including skirtings, cornices, doors and windows and their architraves. Development shall be carried out in full accordance with the approved details.",To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131026,Retention of historic features,The alterations approved in this consent shall be limited to those shown on the plans or within the scope of any conditions. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131027,Doorways,Prior to commencement of any relevant works details of new and replacement internal doorways shall be provided to and agreed in writing by the Local Planning Authority. Details will include proposed doors and their architraves. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131028,Insulation/Protection,"Prior to commencement of relevant works, details of how thermal, sound and fire-protection are to be achieved shall be submitted to and approved in writing by the Local Planning Authority. Works shall be carried out in full accordance with approved details.",To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131029,Flues/Vents,"Prior to commencement of relevant works, a scheme for the proposed runs and channels required for the conversion of the building shall be submitted to and approved in writing by the Local Planning Authority. Works shall be carried out in full accordance with approved details.",To protect the special interest of the Listed Building,local-authority: DNC,Unique Condition,,,
U0131036,Approved Plans List,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

AMENDED Site Plan Dwg 24017 117 Rev G Dated December 2024
AMENDED Ground Floor Dwg 24017- 101 Rev G Dated December 2024
AMENDED First Floor Dwg 24017 102 Rev G Dated December 2024
AMENDED Second Floor Dwg 24017 103 Rev G Dated December 2024
AMENDED Proposed Elevations Dwg 24017-501 Rev B Dated December 2024	

AMENDED Bin Store Details Dwg 24017 302 Rev A 07.11.2024
AMENDED Cycle Store Details Dwg 24017-130 07.11.2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0131037,Hard/Soft Landscape Scheme and Managemen,"No development shall take place on the site until a detailed hard and soft landscape scheme based on the approved Site Plan (Site Plan 24017 117 Rev G Dated December 2024) has been submitted to and approved in writing by the Local Planning Authority. The hard landscape scheme shall include details of all external hard surfacing materials. The soft landscape scheme shall include a soft landscape plan; a schedule providing plant and tree numbers and details of the species, which shall comply with the Council's Transitional Developer Requirements Document, nursery stock specification in accordance with British Standard 3936: 1992 Nursery Stock Part One and planting distances of trees and shrubs; a specification of planting and staking/guying; a timescale of implementation; and details of management and maintenance for a minimum of 5 years following practical completion of the landscape works. Thereafter the landscape scheme shall be implemented in full accordance with the approved details. Soft landscaping for any individual dwelling must be implemented in full accordance with the approved scheme, prior to occupation of the home, which will be monitored by the Local Planning Authority. Any part of the scheme which fails to achieve independence in the landscape or is damaged or removed within five years of planting shall be replaced during the next available planting season in full accordance with the approved scheme unless the local planning authority gives its written approval to any variation.",In the interests of environmental quality and Local Plan policy 48.,local-authority: DNC,Unique Condition,,,
U0131038,H/ways - CMS,"No development shall take place, including any works of demolition, until a Construction Method Statement has been submitted to and approved in writing by the local planning authority. The approved statement shall be adhered to throughout the construction period. The statement shall provide for:
i.	the site compound and parking of vehicles for site operatives and visitors
ii.	the areas for loading and unloading of plant and materials
iii.	storage of plant and materials used in constructing the development
iv.	the erection and maintenance of security hoarding including decorative displays and facilities for public viewing, where appropriate
v.	wheel washing facilities
vi.	measures to control noise and the emission of dust and dirt during construction
vii.	a scheme for recycling/disposing of waste resulting from demolition and construction works",To safeguard the living conditions of neighbouring residents and in the interests of highway safety,local-authority: DNC,Unique Condition,,,
U0131039,EH-Accoutsic survey,"Prior to the development commencing, the developer shall submit a report to demonstrate that a competent acoustic survey has been carried out and the following internal acoustic standards can be achieved (measured at times when typical external noise from the nearby and adjoined licensed premises is occurring), for the approval of the Local Planning Authority:

&ú $5 35 dB LAeq (0700-2300) in habitable rooms during the daytime
&ú $5 30 dB LAeq (2300-0700) in bedrooms during the night-time
&ú 45 dB LAFMax not regularly exceeded in bedrooms during the night-time
&ú $5 47 dB Leq (63 Hz) and $5 41 dB Leq (125 Hz) (music noise) in bedrooms during the night-time (2300-0700).
These requirements shall be met with windows closed and alternative means of ventilation provided. All requirements contained within the approved report shall be implemented prior to first occupation of the apartments.",In the interests of the amenity of the locality and public health.,local-authority: DNC,Unique Condition,,,
U0131040,BOUNDARY TREATMENTS,"Before the development commences, the appearance, details and materials of all boundary treatments and associated gates shall be submitted to and approved in writing by the Local Planning Authority. This may include submission of samples if requested by the Local Planning Authority. Unless otherwise agreed in writing with the Local Planning Authority, the development shall be carried out in accordance with the approved materials.",To ensure the satisfactory appearance of the development.,local-authority: DNC,Unique Condition,,,
U0131041,Removal of roller shutters,Within three months of the date of this decision letter the external roller shutter to the shopfront of No. 7 shall be completely removed.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131042,EH-Post completion accoustic survey,"Upon completion of the approved works, the developer shall carry out a post-completion acoustic test to demonstrate that the required standards have been achieved within the accoustic report required for submission in Condition 5, and occupation shall not be permitted until such time as the Local Planning Authority is satisfied that the required standards have been achieved.",To protect the amenity of future occupiers.,local-authority: DNC,Unique Condition,,,
U0131043,Waste management plan,"Prior to first occupation of the apartments, the applicant shall submit a scheme for the management and storage of waste at the flats, including details of bin store, maintenance of the area and means of placing of bins for collection and their return, for approval to the local planning authority. All such requirements of the approved scheme shall be implemented prior to occupation and subsequently complied with.",In the interests of the amenity of the locality and public health.,local-authority: DNC,Unique Condition,,,
U0131044,Canopy details,"Prior to commencement of the relevant works, full design details of the entrance canopy for Flats 3 & 12 shall be submitted to and agreed in writing with the Local Planning Authority.",To ensure the satisfactory appearance of the development.,local-authority: DNC,Unique Condition,,,
U0131045,Accessibility and adaptability,"Prior to first occupation of the each of the dwellings listed below, Building Control Completion Certificates must have been provided to the Local Planning Authority demonstrating that the specified requirements as set out in the Building Regulations 2010 (as amended) have been achieved for the following plots:

Apartments 1 and 2 must meet Part M4(2) 'accessible and adaptable dwellings'.
Apartment 3 must meet Part M4(3) 'wheelchair adaptable dwellings.",To ensure compliance with the requirements of Local Plan Policy 45 to deliver the agreed accessible and adaptable homes.,local-authority: DNC,Unique Condition,,,
U0131046,Retention of historic windows,Historic timber sliding sashes are to be retained unless otherwise agreed in writing by the Local Planning Authority. Prior to commencement of any relevant works details shall be provided to and agreed in writing the Local Planning Authority as to how they will be upgraded to improve their acoustic and thermal performance and/or made into escape windows. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131047,Windows/doors,"Prior to commencement of relevant works full details including design, construction and finish of any new and/or replacement windows and external doors shall be submitted to and approved in writing by the Local Planning Authority. Unless otherwise agreed in writing, the details shall include an elevation at 1:20 scale of each door or window type and 1:5 scale cross-sections. All new/replacement windows shall be fully working sash windows and on the frontage of all and to the rear of No. 7 shall be timber unless otherwise agreed in writing by the Local Planning Authority. Development shall be carried out in full accordance with the approved details.",To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131048,Method Statement/Survey,Prior to commencement of relevant works a Method Statement shall be submitted to and approved in writing by the Local Planning Authority for the removal of current side extension to No.9. The statement shall outline how the impact on historic fabric will be minimised and also include a photographic survey of any significant elements of the existing fabric that is to be removed. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and have a permanent record of any significant alterations.,local-authority: DNC,Unique Condition,,,
U0131049,Render,"Prior to commencement of relevant works details of the render to be used on the extension hereby granted and any repairs/replacement of existing render, including a 1m x 1m sample panel, showing colour, finish and texture, shall be prepared on site for the inspection of and approved in writing by the Local Planning Authority. Render shall match that used on the existing extensions. Development to be carried out in full accordance with approved details.",To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131050,Unit 18 bathroom,Prior to commencement of relevant works details of the alterations of the existing roof of the cupboard to form the proposed bathroom of unit 18 shall be submitted to and approved in writing by the Local Planning Authority. Development to be carried out in full accordance with approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131051,Rainwater goods,Prior to commencement of relevant works details of any new and/or replacement rainwater goods shall be submitted to and approved in writing by the Local Planning Authority. Development shall be carried out in full accordance with the approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area.,local-authority: DNC,Unique Condition,,,
U0131052,Flues/Vents,"Prior to commencement of relevant site works, full details of the proposed design, size, location, materials and colour of all flues and vents (including any heating and plumbing vents, meter boxes, and air extract vents) required for the conversion of the building shall be submitted to and approved in writing by the Local Planning Authority. Works shall be carried out in full accordance with approved details.",To protect the special interest of the Listed Building and preserve the character and appearance of the conservation area,local-authority: DNC,Unique Condition,,,
U0131053,Bricks,Prior to relevant works details of the bricks to be used for boundary walls shall be provided and approved and writing of the Local Planning Authority. Details shall include a sample of the brick on site and details of the bonding and mortar to be used. Works shall be carried out in full accordance with approved details.,To protect the special interest of the listed building and preserve the character and appearance of the conservation area,local-authority: DNC,Unique Condition,,,
U0131055,Plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below:

Site plan. Plan Reference Number: TQRQM24296140854951. Date received: 24/10/2024

Proposed elevations and floor plans. Dwg no. 0924-MK-001-PA. Rev A. Date received: 03/12/2024",To ensure that the development is carried out in accordance with the application as approved.,local-authority: DNC,Unique Condition,,,
U0131056,Materials,"The external materials and finishes of brick, render and pan roof tiles shall match the existing property as indicated on the approved plans.",To ensure the satisfactory appearance of the development in accordance with policy 41 of the Doncaster Local Plan.,local-authority: DNC,Unique Condition,,,
