reference,name,description,reason,organisation,notes,entry-date,start-date,end-date
U0124941,Removed,Removed.,,	local-authority:DNC,Unique Condition,,,
U0124942,CMS,The development hereby permitted must be carried out and completed entirely in accordance with the Construction Method Statement and the details shown on the approved plans and specifications.,To reduce the risk and protect highway safety in accordance with Policy 13 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0124943,Drainage,"A surface water sustainable system (SuDS) shall be designed and installed on the approved development. The system shall be designed such that no additional or increased rate of flow of surface water will drain to any water body or adjacent land and that there is capacity in the installed drainage system to contain below ground level the run-off from a 1 in 100 year rainfall event plus 40% on stored volumes as an allowance for climate change as set out in National Planning Practice Guidance. In the event that a SuDS compliant design is not reasonably practical, then the developer shall seek written approval from the local planning authority for an alternative system prior to bringing the building into use.",To ensure that surface water is discharged to soakaway where possible in accordance with Policy 56 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0124944,Materials - temple,"Prior to the commencement of the relevant works, details of the proposed external materials for the temple shall be submitted to and approved in writing by the local planning authority. The development shall be carried out in accordance with the approved materials.",To ensure that the materials are appropriate to the area in accordance with Policy 46 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0124945,Workshop temporary uses - removed,Removed.,,	local-authority:DNC,Unique Condition,,,
U0125097,,The development to which this permission relates must be begun not later than the expiration of three years beginning with the date of this permission.,Condition required to be imposed by Section 91(as amended) of the Town and Country Planning Act 1990.,	local-authority:DNC,Unique Condition,,,
U0125098,plans,"The development hereby permitted must be carried out and completed in accordance with the terms of this permission and the details shown on the approved plans listed below:

23/121 drg. no. 002C (for the rear property)
23/121 drg. no, 003 (in relation to the frontage property element only)
23/121 drg. no. 004A
23/121 drg. no. 007A",To ensure that the development is carried out in accordance with the application as approved.,	local-authority:DNC,Unique Condition,,,
U0125099,,"Before the development is brought into use, that part of the site to be used by vehicles shall be surfaced, drained and where necessary marked out in a manner to
be approved in writing by the local planning authority.","To ensure adequate provision for the disposal of surface water and ensure that the use of the land will not give rise to mud hazards at entrance/exit points in the
interests of public safety.",	local-authority:DNC,Unique Condition,,,
U0125100,,"Should any unexpected significant contamination be encountered during development, all associated works shall cease and the Local Planning Authority
(LPA) be notified in writing immediately. A Phase 3 remediation and Phase 4 verification report shall be submitted to the LPA for approval. The associated works
shall not re-commence until the reports have been approved by the LPA.","To secure the satisfactory development of the site in terms of human health and the wider environment, in accordance with the National Planning Policy Framework and
Doncaster's Local Plan Policy 54 & 55",	local-authority:DNC,Unique Condition,,,
U0125101,,"Before the first occupation of the dwellings hereby permitted, the first floor side elevation windows of both dwellings hereby appoved shall be permanently obscure to a level of obscurity to Pilkington level 3 or above or its technical equivalent by other manufactures and shall be permanently retained in that condition thereafter, unless otherwise approved in writing by the local planning authority.",To ensure that the development does not impact on the privacy of the adjoining premises,	local-authority:DNC,Unique Condition,,,
U0125102,,"Rainwater goods, pipework, and any fascias to be used in the construction of the buildings shall be black unless otherwise agreed in writing by the local planning
authority.",To preserve and enhance the character and appearance of the area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125103,,"Notwithstanding the provisions of the Town and Country Planning (General Permitted Development) (No.596) (England) Order 2015, Article 3, Schedule 2: Part
1 (or any subsequent order or statutory provision revoking or re-enacting that order) no additions, extensions or other alterations other than that expressly authorised by
this permission shall be carried out without prior permission of the local planning authority.","The local planning authority considers that further development could cause detriment to the amenities of the occupiers of nearby properties or to the character
of the area and for this reason would wish to control any future development to comply with policy 10 of the Doncaster Local Plan",	local-authority:DNC,Unique Condition,,,
U0125104,,"Within 4 weeks of the completion of the dwellings hereby approved, 4no. bat/bird boxes shall be erected within the site.",To ensure a biodiversity netgain within the site.,	local-authority:DNC,Unique Condition,,,
U0125105,Dwellings built at the same time,"The property at the rear of site shall not be built past the following stages until the property at the front of the site has already reached the following stages - 

- foundations
- building past first floor level
- commencement of roof structure",To ensure both dwellings are completed in order to preserve and enhance the character and appearance of the area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125221,Approved Plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below: 

Location Plan received 22.12.2023
Site Plan (drawing no 23-089-1) received on 22.12.2023
Indicative Plans (drawing no 23-089-4) received on 25.07.2024",To ensure that the development is carried out in accordance with the application as approved.,	local-authority:DNC,Unique Condition,,,
U0125222,Colour of Materials,"Prior to the commencement of any work on site, the colour of the external materials of the development shall be submitted to and approved in writing by the local planning authority and the development shall be carried out in accordance with the approved details.",To ensure that there is no adverse impact on visual amenity in accordance with policy 41 and 46 of the Doncaster Local Plan,	local-authority:DNC,Unique Condition,,,
U0125223,New Windows to Match Existing,The materials of the proposed new windows shall match the materials of the existing windows.,,	local-authority:DNC,Unique Condition,,,
U0125299,amended plans,"The development hereby permitted shall be carried out in complete accordance with the details shown on the amended plans referenced and dated as follows:
Proposed Site Layout WJ - 166 - 0010 Rev H
Tree Protection Plan 2487_02
Existing Site Plan  WJ - 166 - 001 REV B 
Block 1 Proposed Plans Sections and Elevations WJ - 166 -20 Rev C
Location Plan",To ensure that the development is carried out in accordance with the application as approved.,	local-authority:DNC,Unique Condition,,,
U0125300,Tree protection,"The scheme of protection for all retained trees, including tree management, ground protection measures and the erection of impact resistant protective barriers shall be implemented in full accordance with the requirements contained within the approved Tree Protection Plan 2487_02, or alternative as approved in writing by the local planning authority, before any equipment, machinery or materials have been brought on to site for the purposes of the development. The local planning authority shall be notified of implementation and shall visit site to approve the setting out of the site and location of protective barriers prior to the commencement of development. Thereafter tree protection practices shall be implemented and monitored in full accordance with the approved scheme until all equipment, machinery and surplus materials have been removed from the site, unless the local planning authority gives its written approval to any variation. Nothing shall be stored or placed in any area fenced in accordance with this condition and the ground levels within those areas shall not be altered, nor shall any excavation be made, without the written consent of the local planning authority.",In the interests of environmental quality and in accordance with Policy 32 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125301,Seperate drainage,The site shall be developed with separate systems of drainage for foul and surface water on and off site. The separate systems should extend to the points of discharge to be agreed in writing with the Local Planning Authority and Yorkshire Water prior to the installation of any drainage works.,In the interest of satisfactory and sustainable drainage,	local-authority:DNC,Unique Condition,,,
U0125302,No piped discharge,"There shall be no piped discharge of surface water from the development prior to the completion of surface water drainage works, details of which will have been submitted to and approved by the Local Planning Authority. If discharge to public sewer is proposed, the information shall include, but not be exclusive to:
i) evidence that other means of surface water drainage have been properly considered and why they have been discounted; and
ii) the means of discharging to the public sewer network at a rate to not exceed 3.5 litres per second.",To ensure that no surface water discharges take place until proper provision has been made for its disposal.,	local-authority:DNC,Unique Condition,,,
U0125303,SUDS,The Developer should be aware that a Sustainable Drainage System (SuDS) is the LPA's preferred option. A detailed explanation of any alternative option and reasons for rejecting a SuDS solution will be required.,To comply with current planning legislation - National Planning Policy Framework.,	local-authority:DNC,Unique Condition,,,
U0125304,Sustainable drainage,"No building hereby permitted shall be occupied until the sustainable drainage scheme for the site has been completed in accordance with the submitted details. The sustainable drainage scheme shall be designed, managed and maintained in accordance with the Non-statutory technical standards and local standards",To comply with current planning legislation - National Planning Policy Framework.,	local-authority:DNC,Unique Condition,,,
U0125305,landscape,"The landscape scheme shown on Drawing 'Landscape Proposals' 2487_03 hereby approved, shall be implemented in the first available planting season after commencement of development. The local Planning Authority shall be notified in writing within 7 working days of completion of the landscape works to the required standard and the completion shall be subsequently approved in writing by the Local Planning Authority. The approved scheme shall be maintained for a minimum of five years. Any landscape feature which is defective, damaged or removed within five years of establishment shall be replaced.",In the interests of environmental quality.,	local-authority:DNC,Unique Condition,,,
U0125348,Implementation,The development to which this permission relates must be begun not later than the expiration of three years beginning with the date of this permission.,Condition required to be imposed by Section 91(as amended) of the Town and Country Planning Act 1990.,	local-authority:DNC,Unique Condition,,,
U0125349,Approved Plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below: 

- Location Plan (023/083/LP)
- Proposed Plans (023/083/SP/H) (received 21 June 2024)
- Proposed Plans (023/083/PP/J) (received 27 June 2024)",To ensure that the development is carried out in accordance with the application as approved.,	local-authority:DNC,Unique Condition,,,
U0125350,Amenity Space,"Prior to the occupation of the proposed flats, a hard and soft landscaping scheme for the proposed amenity space, as shown on 'Proposed Plans' (023/083/SP/H) (received 21 June 2024), shall be submitted to and approved in writing by the local planning authority. The amenity space shall thereafter be provided in accordance with the approved details prior to the occupation of the proposed flats.",In the interests of the amenity of the future occupants of the flats.,	local-authority:DNC,Unique Condition,,,
U0125351,Obscure Glazing,"The window on the side elevation for apartment 2 as shown on 'Proposed Plans' (023/083/PP/J) (received 27 June 2024) shall be permanently obscure to a level of obscurity to Pilkington level 3 or above or its technical equivalent by other manufactures, and shall be permanently retained in that condition thereafter.",To ensure that the development does not impact on the privacy of the neighbouring properties.,	local-authority:DNC,Unique Condition,,,
U0125352,Opening Hours,"The hours of opening shall be limited to:

-	9.00 am to 6.00pm Mondays to Saturdays; 
-	11.00am to 4.00pm on Sundays; and 
-	Not at all on bank holidays.",To ensure that the development does not prejudice the local amenity.,	local-authority:DNC,Unique Condition,,,
U0125353,Render,"Prior to commencement of above ground works, details including samples of the proposed new render shall be submitted to and approved in writing by the local planning authority (LPA). The sample shall show the colour, texture and finish of the render. Development shall thereafter be carried out in accordance with agreed details.",To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125354,Brickwork,"Where new areas of brickwork are introduced to the side elevation, and the existing wall to be made good through repair and re-pointing samples of new bricks to match the existing should be   brought onto site for inspection by the local planning authority together with sample areas of mortar re-pointing. Works in this respect should not commence prior to the written agreement of the local planning authority",To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125355,Doors and Windows,"Prior to installation of any external windows or doors, full details of all doors and windows shall be submitted to and approved in writing by the local planning authority. Details shall include heads to openings and windowsills and an elevation plan at 1:20 scale of each door or window type and 1:5 scaled cross sections. Development shall thereafter be carried out in accordance with agreed details.",To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125356,Stone Heads,All new stone heads to windows shall be constructed in natural stone (not reconstituted stone) to match the existing stone heads. Matching will take place after non-abrasive cleaning to existing stone heads has been carried out.  Full details of the cleaning methods to be used should be submitted to and approved in writing by the local planning authority prior to the commencement of above ground works. Chemical methods of cleaning the stone will not be acceptable and steam cleaning such as a Doff system would be acceptable as this is a recognised non-abrasive method of cleaning.,To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125357,External Staircase,"Prior to the commencement of above ground works, full details regarding the external stairs shall be submitted to and approved in writing by the local planning authority. The staircase shall thereafter to provided in accordance with the approved details.",To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125358,Roof Coverings,"Prior to the commencement of any works to the roof, details of new roof coverings shall be submitted to and approved in writing by the local planning authority. This shall include samples of any proposed roof coverings. The development shall thereafter be carried out in accordance with the approved details.",To preserve the character and appearance of Bawtry Conservation Area in accordance with Policy 37 of the Local Plan.,	local-authority:DNC,Unique Condition,,,
U0125359,Noise Assessment,"Prior to the occupation of the approved flats, an acoustic assessment demonstrating that the specified design criteria required to achieve the following standards shall be submitted to and approved in writing by the local planning authority: 

A maximum noise level in the following locations of: 
-	35 dB LAeq (8 hour, 23.00 - 07.00)  in bedrooms;
-	45 dB LAmax (F time-weighting) in bedrooms at any time between 23.00 - 07.00;
-    Leq, 15 minutes, in the 63 Hz and 125 Hz octave bands due to amplified entertainment noise, 10 dB below the measured background noise level LA90 (without amplified noise being present) (23.00 - 07.00) in bedrooms ; and 
-	35 dB LAeq (16 hour, 07.00 - 23.00) in living areas;",In the interests of amenity and to ensure that the occupants of the proposed flats would be subject to acceptable noise levels.,	local-authority:DNC,Unique Condition,,,
U0125464,Amended plans,"The development hereby permitted shall be carried out in complete accordance with the details shown on the amended plans referenced and dated as follows:

Title: Site Plan as Proposed.
Scale: 1:500.
Revision: B 02.07.2024 East platform omitted.
Date: 27/02/2024.
Site Plan as Proposed 565/P03B.
Received by City of Doncaster Council on the 08.07.2024.

Title: Plans and Elevations. 
Revision: B 02.07.2024 East platform omitted. Site plan scale changed.
Date: 19/09/23.
Plans and Elevations 565/P01B.
Received by City of Doncaster Council on the 08.07.2024.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37. 















 
REASON
To ensure that the development is carried out in accordance with the application as approved.",	local-authority:DNC,Unique Condition,,,
U0125466,Additional structural support,"Where proposals involve additional structural support being provided to the fabric such as above the division wall between the proposed kitchen and dining area and to decayed floor joists full details of the works should be submitted to and approved in writing by the local planning authority, prior to the commencement of works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125467,Doors and windows,"Before the commencement of the relevant site works full details of the design, materials, construction and finish of any new external doors (including garage doors) and windows to the development hereby approved shall be submitted to and approved in writing by the local planning authority. Unless otherwise agreed in writing the details shall include an elevation of 1:20 scale of each window type and 1:5 scale cross section. Development shall be carried out in accordance with the approved details.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125468,Balcony details,Full details including design and materials of the balcony proposed to be erected in the west gable of the north elevation are to be submitted to and approved in writing prior to the commencement of the relevant works.,"In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125469,Details of woodworking,"Full details of internal woodwork fittings/alterations and materials to floors, (including supporting timbers and floorboards) new division walls, internal doors, stairs associated finishings to include any skirtings, architraves door furniture and cornices shall submit to and approved in writing by the local planning authority prior to the commencement of the relevant works. Also details of the proposed glazed panel around the retained mill workings in the viewing area should be summitted to and approved in writing prior to the commencement of works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125470,"Details of pipes, grilles and apparatus","Full details including the location and materials of any additional soil or wastewater pipes, ventilation grilles and external internet and satellite apparatus should be submitted to and approved in writing by the local planning authority prior to the commencement of relevant works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125471,Methods of damp control,"Prior to the installation of any works to control damp or to insulate the floors and masonry walls of the building together with any proposed timber treatment works, full details methods of control shall be submitted to and approved in writing by the local planning authority.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125472,Details of rooflights,"The rooflights hereby permitted shall be low profile conservation rooflights with a central glazing bar, details of the make and model of the rooflights to be installed shall be submitted to and approved in writing by the local planning authority prior to the implementation of the relevant works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125473,Details of roof alterations,"All roof alterations and refurbishment to include the link between the 2 roof structures full details of construction materials and appearance of materials should be submitted to and approved in writing by the local planning authority, prior to the commencement of any works to the roof. Where refurbishment works will involve the lifting of existing roof tiles prior to repositioning the same. Any replacement tiles to cover breakages or eroded tiles that cannot be refixed, should match existing tiles and the location of new tiles on the roof slopes should be in a position where they would not harm the appearance of the building.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125474,Former mill workings,Proposals for the refurbishment of the former mill workings to include supports shall be submitted to and approved in witing by the local planning authority prior to the commencement of works.,"In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125475,Plans for future reference,"On completion of all works approved, detailed composite drawings showing the content of all approved works to elevations and plans be provided for future reference purposes and to provide a record of works carried out to the designated heritage asset.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125480,WRITTEN SCHEME OF INVESTIGATION,"WRITTEN SCHEME OF INVESTIGATION FOR A WATCHING BRIEF

Part A (pre-commencement)
No development, including any demolition and groundworks, shall take place until the applicant or their agent or successor in title has submitted a written Scheme of Investigation (WSI) that sets out a strategy for archaeological investigation and this has been approved in writing by the local planning authority. The WSI shall include:
o The programme and method of the site investigation and recording
o The requirement to seek preservation in situ of identified features of importance. 
o The programme for post -investigation assessment
o The provision to be made for analysis and reporting.
o The provision to be made for publication and dissemination of the results
o The provision to be made for the deposition of the archive created
o Nomination of a competent person/persons or organisation to undertake the works.
o The timetable for completion of all site investigation and post -investigation works.
 
Part B (pre-occupation/use) 
Thereafter the development shall only take place in accordance with the approved WSI, and the development shall not be brought into use until the local planning authority has confirmed in writing that the requirements of the WSI have been fulfilled or alternative timescales agreed.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37. 
To ensure that any archaeologic remains present, whether buried or part of a standing building are investigated and a proper understanding of their nature, date, extent and significance gained before those remains are damaged or destroyed and that knowledge gained is then disseminated.",	local-authority:DNC,Unique Condition,,,
U0125481,Additional structural support,"Where proposals involve additional structural support being provided to the fabric such as above the division wall between the proposed kitchen and dining area and to decayed floor joists full details of the works should be submitted to and approved in writing by the local planning authority, prior to the commencement of works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125482,Doors and windows,"Before the commencement of the relevant site works full details of the design, materials, construction and finish of any new external doors (including garage doors) and windows to the development hereby approved shall be submitted to and approved in writing by the local planning authority. Unless otherwise agreed in writing the details shall include an elevation of 1:20 scale of each window type and 1:5 scale cross section. Development shall be carried out in accordance with the approved details.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125483,Balcony details,Full details including design and materials of the balcony proposed to be erected in the west gable of the north elevation are to be submitted to and approved in writing prior to the commencement of the relevant works.,"In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125484,Details of woodworking,"Full details of internal woodwork fittings/alterations and materials to floors, (including supporting timbers and floorboards) new division walls, internal doors, stairs associated finishings to include any skirtings, architraves door furniture and cornices shall submit to and approved in writing by the local planning authority prior to the commencement of the relevant works. Also details of the proposed glazed panel around the retained mill workings in the viewing area should be summitted to and approved in writing prior to the commencement of works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125485,"Details of pipes, grilles and apparatus","Full details including the location and materials of any additional soil or wastewater pipes, ventilation grilles and external internet and satellite apparatus should be submitted to and approved in writing by the local planning authority prior to the commencement of relevant works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125486,Methods of damp control,"Prior to the installation of any works to control damp or to insulate the floors and masonry walls of the building together with any proposed timber treatment works, full details methods of control shall be submitted to and approved in writing by the local planning authority.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125487,Details of rooflights,"The rooflights hereby permitted shall be low profile conservation rooflights with a central glazing bar, details of the make and model of the rooflights to be installed shall be submitted to and approved in writing by the local planning authority prior to the implementation of the relevant works.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125488,Details of roof alterations,"All roof alterations and refurbishment to include the link between the 2 roof structures full details of construction materials and appearance of materials should be submitted to and approved in writing by the local planning authority, prior to the commencement of any works to the roof. Where refurbishment works will involve the lifting of existing roof tiles prior to repositioning the same. Any replacement tiles to cover breakages or eroded tiles that cannot be refixed, should match existing tiles and the location of new tiles on the roof slopes should be in a position where they would not harm the appearance of the building.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125489,Former mill workings,Proposals for the refurbishment of the former mill workings to include supports shall be submitted to and approved in witing by the local planning authority prior to the commencement of works.,"In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125490,Plans for future reference,"On completion of all works approved, detailed composite drawings showing the content of all approved works to elevations and plans be provided for future reference purposes and to provide a record of works carried out to the designated heritage asset.","In the interests of preserving and enhancing the significance and setting of a listed building in accordance with Local Plan Policy 36.
In the interests of preserving and enhancing the character of the conservation area in accordance with Local Plan Policy 37.",	local-authority:DNC,Unique Condition,,,
U0125523,Implementation,The development to which this permission relates must be begun not later than the expiration of three years beginning with the date of this permission.,Condition required to be imposed by Section 91(as amended) of the Town and Country Planning Act 1990.,	local-authority:DNC,Unique Condition,,,
U0125524,Approved Plans,"The development hereby permitted must be carried out and completed entirely in accordance with the terms of this permission and the details shown on the approved plans listed below: 

- Location Plan (SM-002 Rev A)
- Proposed Site Plan (SM-001 Rev G)
- Site Plan Landscaping (SM-003 Rev E)
- Type A Ground Floor Plan (SM-TYPE-A-001 Rev D) (received 05 July 2024) 
- Type A First Floor Plan (SM-TYPE-A-002 Rev D) (received 05 July 2024)
- Type A Elevation (SM-TYPE-A-003 Rev B) (received 05 July 2024)
- Type B Ground Floor Plan (SM-TYPE-B-001 Rev C) (received 05 July 2024) 
- Type B First Floor Plan (SM-TYPE-B-002 Rev C) (received 05 July 2024) 
- Type B Elevations (SM-TYPE-B-003 Rev C) (received 05 July 2024) 
- Fences (SM-F-001 Rev C)
- Site Plan Boundary Treatment (SM-006 Rev D)",To ensure that the development is carried out in accordance with the application as approved.,	local-authority:DNC,Unique Condition,,,
U0125525,Obscure Glazing,The first-floor windows on the side elevations of the dwellings shall be permanently obscure to a level of obscurity to Pilkington level 3 or above or its technical equivalent by other manufactures and shall be permanently retained in that condition thereafter.,To ensure that the development does not impact on the privacy of the neighbouring properties.,	local-authority:DNC,Unique Condition,,,
U0125526,Contamination (CON1),"No development shall commence until a contaminated land assessment and associated remedial strategy, together with a timetable of works, has been submitted to and approved in writing by the Local Planning Authority (LPA).

a)  The Phase I desktop study, site walkover and initial assessment must be submitted to the LPA for approval.  Potential risks to human health, property (existing or proposed) including buildings, livestock, pets, crops, woodland, service lines and pipes, adjoining ground, groundwater, surface water, ecological systems, archaeological sites and ancient monuments must be considered.  The Phase 1 shall include a full site history, details of a site walkover and initial risk assessment. The Phase 1 shall propose further Phase 2 site investigation and risk assessment works, if appropriate, based on the relevant information discovered during the initial Phase 1 assessment.   

b)  The Phase 2 site investigation and risk assessment, if appropriate, must be approved by the LPA prior to investigations commencing on site. The Phase 2 investigation shall include relevant soil, soil gas, surface and groundwater sampling and shall be carried out by a suitably qualified and accredited consultant/contractor in accordance with a quality assured sampling and analysis methodology and current best practice. All the investigative works and sampling on site, together with the results of analysis, and risk assessment to any receptors shall be submitted to the LPA for approval.  

c)  If as a consequence of the Phase 2 Site investigation a Phase 3 remediation report is required, then this shall be approved by the LPA prior to any remediation commencing on site. The works shall be of such a nature as to render harmless the identified contamination given the proposed end-use of the site and surrounding environment including any controlled waters, the site must not qualify as contaminated land under Part 2A of the Environment Protection Act 1990 in relation to the intended use of the land after remediation.

d)  The approved Phase 3 remediation works shall be carried out in full on site under a quality assurance scheme to demonstrate compliance with the proposed methodology and best practice guidance. The LPA must be given two weeks written notification of commencement of the remediation scheme works. If during the works, contamination is encountered which has not previously been identified, then all associated works shall cease until the additional contamination is fully assessed and an appropriate remediation scheme approved by the LPA.  

e)  Upon completion of the Phase 3 works, a Phase 4 verification report shall be submitted to and approved by the LPA. The verification report shall include details of the remediation works and quality assurance certificates to show that the works have been carried out in full accordance with the approved methodology. Details of any post-remedial sampling and analysis to show the site has reached the required clean-up criteria shall be included in the verification report together with the necessary documentation detailing what waste materials have been removed from the site. The site shall not be brought into use until such time as all verification data has been approved by the LPA.","To secure the satisfactory development of the site in terms of human health and the wider environment, in accordance with the National Planning Policy Framework and Policies 54 and 55 of the Local Plan.",	local-authority:DNC,Unique Condition,,,
U0125527,Contamination (CON2),"Should any unexpected significant contamination be encountered during development, all associated works shall cease and the Local Planning Authority (LPA) shall be notified in writing immediately. A Phase 3 remediation and Phase 4 verification report shall be submitted to the LPA for approval. The associated works shall not re-commence until the reports have been submitted to and approved in writing by the LPA.","To secure the satisfactory development of the site in terms of human health and the wider environment, in accordance with the National Planning Policy Framework and Policies 54 and 55 of the Local Plan.",	local-authority:DNC,Unique Condition,,,
U0125528,Contamination (CON3),"Any soil or soil forming materials brought to site for use in garden areas, soft landscaping, filing and level raising shall be tested for contamination and suitability for use on site. Proposals for contamination testing including testing schedules, sampling frequencies and allowable contaminant concentrations (as determined by an appropriate risk assessment) and source material information shall be submitted to and approved in writing by the Local Planning Authority prior to any soil or soil forming materials being brought onto site. The approved contamination testing shall then be carried out and verification evidence submitted to and approved in writing by the LPA prior to any soil and soil forming material being brought on to site.","To secure the satisfactory development of the site in terms of human health and the wider environment, in accordance with the National Planning Policy Framework and Policies 54 and 55 of the Local Plan.",	local-authority:DNC,Unique Condition,,,
U0125529,Liquid Storage Tanks,Any liquid storage tanks should be located within a bund with a capacity of not less than 110% of the largest tank or largest combined volume of connected tanks.,"To ensure that there are no discharges to the public sewerage system which may injure the sewer, interfere with free flow or prejudicially affect the treatment and disposal of its contents.",	local-authority:DNC,Unique Condition,,,
U0125530,Yorkshire Water CEMP,"No development shall commence until a Construction Environmental Management Plan (CEMP) has been submitted to and approved in writing by the Local Planning Authority, in order to understand the impact of the planning permission on the principal aquifer. The development shall thereafter be carried out in accordance with the recommendations of the approved CEMP.",To ensure that the development can be properly drained.,	local-authority:DNC,Unique Condition,,,
U0125531,Tree Protection Measures,The development hereby granted shall not be commenced nor materials or machinery brought onto the site until the trees which it has been agreed shall be retained are fenced off in accordance with a scheme that has been submitted to and approved in writing by the Local Planning Authority. The works shall thereafter be carried out in accordance with the approved scheme.,To ensure that trees are protected from damage during construction.,	local-authority:DNC,Unique Condition,,,
